,DEPARTAMENTO,PROVINCIA,DISTRITO,distr_prov
1093,LIMA,YAUYOS,SAN PEDRO DE PILAS,3.57
1094,LIMA,YAUYOS,TAURIPAMPA,3.57
1095,LIMA,YAUYOS,TOMAS,3.57
1096,LIMA,YAUYOS,VITIS,3.57
1097,LIMA,YAUYOS,VIÑAC,3.57
1098,LIMA,YAUYOS,YAUYOS,17.86
1099,LORETO,ALTO AMAZONAS,JEBEROS,1.54
1100,LORETO,ALTO AMAZONAS,LAGUNAS,1.54
1101,LORETO,ALTO AMAZONAS,YURIMAGUAS,96.92
1102,LORETO,DATEM DEL MARANON,BARRANCA,100.0
1103,LORETO,DATEM DEL MARAÑON,ANDOAS,11.76
1104,LORETO,DATEM DEL MARAÑON,BARRANCA,76.47
1105,LORETO,DATEM DEL MARAÑON,MANSERICHE,11.76
1106,LORETO,LORETO,NAUTA,74.58
1107,LORETO,LORETO,PARINARI,5.08
1108,LORETO,LORETO,TIGRE,3.39
1109,LORETO,LORETO,TROMPETEROS,13.56
1110,LORETO,LORETO,URARINAS,3.39
1111,LORETO,MARISCAL RAMON CASTILLA,PEBAS,20.0
1112,LORETO,MARISCAL RAMON CASTILLA,RAMON CASTILLA,55.0
1113,LORETO,MARISCAL RAMON CASTILLA,SAN PABLO,13.33
1114,LORETO,MARISCAL RAMON CASTILLA,YAVARI,11.67
1115,LORETO,MAYNAS,BELEN,9.49
1116,LORETO,MAYNAS,FERNANDO LORES,0.69
1117,LORETO,MAYNAS,INDIANA,1.93
1118,LORETO,MAYNAS,IQUITOS,53.92
1119,LORETO,MAYNAS,LAS AMAZONAS,0.41
1120,LORETO,MAYNAS,MAZAN,0.55
1121,LORETO,MAYNAS,NAPO,0.14
1122,LORETO,MAYNAS,PUNCHANA,17.06
1123,LORETO,MAYNAS,SAN JUAN BAUTISTA,15.82
1124,LORETO,PUTUMAYO,PUTUMAYO,100.0
1125,LORETO,REQUENA,CAPELO,6.12
1126,LORETO,REQUENA,JENARO HERRERA,16.33
1127,LORETO,REQUENA,MAQUIA,12.24
1128,LORETO,REQUENA,PUINAHUA,2.04
1129,LORETO,REQUENA,REQUENA,61.22
1130,LORETO,REQUENA,TAPICHE,2.04
1131,LORETO,UCAYALI,CONTAMANA,66.67
1132,LORETO,UCAYALI,INAHUAYA,4.44
1133,LORETO,UCAYALI,PADRE MARQUEZ,2.22
1134,LORETO,UCAYALI,SARAYACU,13.33
1135,LORETO,UCAYALI,VARGAS GUERRA,13.33
1136,MADRE DE DIOS,MANU,FITZCARRALD,12.5
1137,MADRE DE DIOS,MANU,HUEPETUHE,50.0
1138,MADRE DE DIOS,MANU,MANU,37.5
1139,MADRE DE DIOS,TAHUAMANU,IBERIA,70.0
1140,MADRE DE DIOS,TAHUAMANU,IÑAPARI,10.0
1141,MADRE DE DIOS,TAHUAMANU,TAHUAMANU,20.0
1142,MADRE DE DIOS,TAMBOPATA,INAMBARI,3.75
1143,MADRE DE DIOS,TAMBOPATA,LABERINTO,2.5
1144,MADRE DE DIOS,TAMBOPATA,LAS PIEDRAS,1.25
1145,MADRE DE DIOS,TAMBOPATA,TAMBOPATA,92.5
1146,MOQUEGUA,GENERAL SANCHEZ CERRO,CHOJATA,6.25
1147,MOQUEGUA,GENERAL SANCHEZ CERRO,ICHUÑA,12.5
1148,MOQUEGUA,GENERAL SANCHEZ CERRO,LA CAPILLA,12.5
1149,MOQUEGUA,GENERAL SANCHEZ CERRO,MATALAQUE,18.75
1150,MOQUEGUA,GENERAL SANCHEZ CERRO,OMATE,37.5
1151,MOQUEGUA,GENERAL SANCHEZ CERRO,PUQUINA,6.25
1152,MOQUEGUA,GENERAL SANCHEZ CERRO,QUINISTAQUILLAS,6.25
1153,MOQUEGUA,ILO,EL ALGARROBAL,0.8
1154,MOQUEGUA,ILO,ILO,94.8
1155,MOQUEGUA,ILO,PACOCHA,4.4
1156,MOQUEGUA,MARISCAL NIETO,CARUMAS,2.09
1157,MOQUEGUA,MARISCAL NIETO,MOQUEGUA,84.82
1158,MOQUEGUA,MARISCAL NIETO,SAMEGUA,5.76
1159,MOQUEGUA,MARISCAL NIETO,SAN CRISTOBAL,2.62
1160,MOQUEGUA,MARISCAL NIETO,TORATA,4.71
1161,PASCO,DANIEL ALCIDES CARRION,CHACAYAN,2.94
1162,PASCO,DANIEL ALCIDES CARRION,GOYLLARISQUIZGA,8.82
1163,PASCO,DANIEL ALCIDES CARRION,PAUCAR,8.82
1164,PASCO,DANIEL ALCIDES CARRION,SAN PEDRO DE PILLAO,2.94
1165,PASCO,DANIEL ALCIDES CARRION,SANTA ANA DE TUSI,20.59
1166,PASCO,DANIEL ALCIDES CARRION,TAPUC,14.71
1167,PASCO,DANIEL ALCIDES CARRION,VILCABAMBA,2.94
1168,PASCO,DANIEL ALCIDES CARRION,YANAHUANCA,38.24
1169,PASCO,OXAPAMPA,CHONTABAMBA,8.45
1170,PASCO,OXAPAMPA,CIUDAD CONSTITUCION,7.04
1171,PASCO,OXAPAMPA,CONSTITUCION,7.04
1172,PASCO,OXAPAMPA,HUANCABAMBA,1.41
1173,PASCO,OXAPAMPA,OXAPAMPA,15.49
1174,PASCO,OXAPAMPA,PALCAZU,4.23
1175,PASCO,OXAPAMPA,POZUZO,1.41
1176,PASCO,OXAPAMPA,PUERTO BERMUDEZ,15.49
1177,PASCO,OXAPAMPA,VILLA RICA,39.44
1178,PASCO,PASCO,CHAUPIMARCA,27.01
1179,PASCO,PASCO,HUACHON,2.19
1180,PASCO,PASCO,HUARIACA,10.95
1181,PASCO,PASCO,HUAYLLAY,5.84
1182,PASCO,PASCO,NINACACA,2.19
1183,PASCO,PASCO,OXAPAMPA,0.73
1184,PASCO,PASCO,PALLANCHACRA,0.73
1185,PASCO,PASCO,PAUCARTAMBO,10.95
1186,PASCO,PASCO,SAN FCO DE ASIS DE YARUSYACAN,1.46
1187,PASCO,PASCO,SIMON BOLIVAR,5.84
1188,PASCO,PASCO,TICLACAYAN,1.46
1189,PASCO,PASCO,TINYAHUARCO,5.84
1190,PASCO,PASCO,VICCO,6.57
1191,PASCO,PASCO,YANACANCHA,18.25
1192,PIURA,AYABACA,AYABACA,27.78
1193,PIURA,AYABACA,FRIAS,11.11
1194,PIURA,AYABACA,JILILI,5.56
1195,PIURA,AYABACA,MONTERO,5.56
1196,PIURA,AYABACA,PACAIPAMPA,11.11
1197,PIURA,AYABACA,PAIMAS,14.81
1198,PIURA,AYABACA,SAPILLICA,11.11
1199,PIURA,AYABACA,SICCHEZ,1.85
1200,PIURA,AYABACA,SUYO,11.11
1201,PIURA,HUANCABAMBA,CANCHAQUE,13.89
1202,PIURA,HUANCABAMBA,HUANCABAMBA,41.67
1203,PIURA,HUANCABAMBA,HUARMACA,13.89
1204,PIURA,HUANCABAMBA,LALAQUIZ,8.33
1205,PIURA,HUANCABAMBA,SAN MIGUEL DE EL FAIQUE,11.11
1206,PIURA,HUANCABAMBA,SONDORILLO,11.11
1207,PIURA,MORROPON,BUENOS AIRES,1.88
1208,PIURA,MORROPON,CHALACO,0.75
1209,PIURA,MORROPON,CHULUCANAS,84.59
1210,PIURA,MORROPON,LA MATANZA,2.26
1211,PIURA,MORROPON,MORROPON,4.89
1212,PIURA,MORROPON,SALITRAL,0.75
1213,PIURA,MORROPON,SALITRAL (DIRESA PIURA),0.38
1214,PIURA,MORROPON,SAN JUAN DE BIGOTE,3.01
1215,PIURA,MORROPON,SANTO DOMINGO,0.75
1216,PIURA,MORROPON,YAMANGO,0.75
1217,PIURA,PAITA,AMOTAPE,2.77
1218,PIURA,PAITA,COLAN,9.69
1219,PIURA,PAITA,LA HUACA,7.27
1220,PIURA,PAITA,PAITA,74.05
1221,PIURA,PAITA,TAMARINDO,2.42
1222,PIURA,PAITA,VICHAYAL,3.81
1223,PIURA,PIURA,CASTILLA,23.78
1224,PIURA,PIURA,CATACAOS,8.02
1225,PIURA,PIURA,CURA MORI,1.27
1226,PIURA,PIURA,EL TALLAN,0.49
1227,PIURA,PIURA,LA ARENA,3.13
1228,PIURA,PIURA,LA UNION,3.52
1229,PIURA,PIURA,LAS LOMAS,2.45
1230,PIURA,PIURA,PIURA,31.7
1231,PIURA,PIURA,TAMBO GRANDE,6.65
1232,PIURA,PIURA,VEINTISEIS DE OCTUBRE,8.32
1233,PIURA,PIURA,VEINTISÉIS DE OCTUBRE,10.67
1234,PIURA,SECHURA,BELLAVISTA DE LA UNION,8.33
1235,PIURA,SECHURA,BERNAL,13.1
1236,PIURA,SECHURA,CRISTO NOS VALGA,1.19
1237,PIURA,SECHURA,RINCONADA LLICUAR,1.19
1238,PIURA,SECHURA,RINCONADA-LLICUAR,2.38
1239,PIURA,SECHURA,SECHURA,57.14
1240,PIURA,SECHURA,VICE,16.67
1241,PIURA,SULLANA,BELLAVISTA,16.8
1242,PIURA,SULLANA,IGNACIO ESCUDERO,4.4
1243,PIURA,SULLANA,LANCONES,1.2
1244,PIURA,SULLANA,MARCAVELICA,6.0
1245,PIURA,SULLANA,MIGUEL CHECA,2.4
1246,PIURA,SULLANA,QUERECOTILLO,7.2
1247,PIURA,SULLANA,SALITRAL,1.8
1248,PIURA,SULLANA,SALITRAL (LUCIANO CASTILLO),0.2
1249,PIURA,SULLANA,SULLANA,60.0
1250,PIURA,TALARA,EL ALTO,7.47
1251,PIURA,TALARA,LA BREA,8.62
1252,PIURA,TALARA,LOBITOS,0.57
1253,PIURA,TALARA,LOS ORGANOS,8.05
1254,PIURA,TALARA,MANCORA,10.92
1255,PIURA,TALARA,PARIÑAS,64.37
1256,PUNO,AZANGARO,ARAPA,6.25
1257,PUNO,AZANGARO,ASILLO,15.62
1258,PUNO,AZANGARO,AZ-NGARO,12.5
1259,PUNO,AZANGARO,AZANGARO,31.25
1260,PUNO,AZANGARO,CAMINACA,3.12
1261,PUNO,AZANGARO,CHUPA,6.25
1262,PUNO,AZANGARO,MUÑANI,3.12
1263,PUNO,AZANGARO,POTONI,3.12
1264,PUNO,AZANGARO,SAMAN,9.38
1265,PUNO,AZANGARO,SAN ANTON,3.12
1266,PUNO,AZANGARO,TIRAPATA,6.25
1267,PUNO,CARABAYA,AJOYANI,6.25
1268,PUNO,CARABAYA,AYAPATA,12.5
1269,PUNO,CARABAYA,CORANI,12.5
1270,PUNO,CARABAYA,CRUCERO,6.25
1271,PUNO,CARABAYA,ITUATA,6.25
1272,PUNO,CARABAYA,MACUSANI,37.5
1273,PUNO,CARABAYA,OLLACHEA,6.25
1274,PUNO,CARABAYA,SAN GABAN,12.5
1275,PUNO,CHUCUITO,DESAGUADERO,38.46
1276,PUNO,CHUCUITO,HUACULLANI,7.69
1277,PUNO,CHUCUITO,JULI,30.77
1278,PUNO,CHUCUITO,POMATA,23.08
1279,PUNO,EL COLLAO,CAPASO,4.76
1280,PUNO,EL COLLAO,CAPAZO,4.76
1281,PUNO,EL COLLAO,ILAVE,71.43
1282,PUNO,EL COLLAO,PILCUYO,19.05
1283,PUNO,HUANCANE,COJATA,2.33
1284,PUNO,HUANCANE,HUANCAN+,9.3
1285,PUNO,HUANCANE,HUANCANE,48.84
1286,PUNO,HUANCANE,INCHUPALLA,6.98
1287,PUNO,HUANCANE,PUSI,4.65
1288,PUNO,HUANCANE,ROSASPATA,6.98
1289,PUNO,HUANCANE,TARACO,6.98
1290,PUNO,HUANCANE,VILQUE CHICO,13.95
1291,PUNO,LAMPA,CABANILLA,20.0
1292,PUNO,LAMPA,LAMPA,20.0
1293,PUNO,LAMPA,NICASIO,6.67
1294,PUNO,LAMPA,OCUVIRI,13.33
1295,PUNO,LAMPA,PUCARA,6.67
1296,PUNO,LAMPA,SANTA LUCIA,33.33
1297,PUNO,MELGAR,AYAVIRI,63.64
1298,PUNO,MELGAR,MACARI,9.09
1299,PUNO,MELGAR,NUÑOA,18.18
1300,PUNO,MELGAR,ORURILLO,9.09
1301,PUNO,MOHO,CONIMA,25.0
1302,PUNO,MOHO,MOHO,62.5
1303,PUNO,MOHO,TILALI,12.5
1304,PUNO,PUNO,ACORA,3.16
1305,PUNO,PUNO,ATUNCOLLA,0.53
1306,PUNO,PUNO,CAPACHICA,1.58
1307,PUNO,PUNO,CHUCUITO,1.58
1308,PUNO,PUNO,COATA,2.11
1309,PUNO,PUNO,MAÑAZO,0.53
1310,PUNO,PUNO,PAUCARCOLLA,1.58
1311,PUNO,PUNO,PICHACANI,1.58
1312,PUNO,PUNO,PLATERIA,0.53
1313,PUNO,PUNO,PUNO,84.74
1314,PUNO,PUNO,SAN ANTONIO,1.05
1315,PUNO,PUNO,VILQUE,1.05
1316,PUNO,SAN ANTONIO DE PUTINA,ANANEA,30.0
1317,PUNO,SAN ANTONIO DE PUTINA,PEDRO VILCA APAZA,10.0
1318,PUNO,SAN ANTONIO DE PUTINA,PUTINA,60.0
1319,PUNO,SAN ROMAN,CABANA,0.94
1320,PUNO,SAN ROMAN,CABANILLAS,2.35
1321,PUNO,SAN ROMAN,CARACOTO,1.88
1322,PUNO,SAN ROMAN,JULIACA,91.55
1323,PUNO,SAN ROMAN,SAN MIGUEL,3.29
1324,PUNO,SANDIA,ALTO INAMBARI,11.11
1325,PUNO,SANDIA,CUYOCUYO,5.56
1326,PUNO,SANDIA,PATAMBUCO,5.56
1327,PUNO,SANDIA,SAN JUAN DEL ORO,38.89
1328,PUNO,SANDIA,SAN PEDRO DE PUTINA PUNCO,5.56
1329,PUNO,SANDIA,SANDIA,27.78
1330,PUNO,SANDIA,YANAHUAYA,5.56
1331,PUNO,YUNGUYO,COPANI,6.9
1332,PUNO,YUNGUYO,TINICACHI,3.45
1333,PUNO,YUNGUYO,UNICACHI,10.34
1334,PUNO,YUNGUYO,YUNGUYO,79.31
1335,SAN MARTIN,BELLAVISTA,ALTO BIAVO,2.56
1336,SAN MARTIN,BELLAVISTA,BAJO BIAVO,12.82
1337,SAN MARTIN,BELLAVISTA,BELLAVISTA,71.79
1338,SAN MARTIN,BELLAVISTA,SAN PABLO,2.56
1339,SAN MARTIN,BELLAVISTA,SAN RAFAEL,10.26
1340,SAN MARTIN,EL DORADO,SAN JOSE DE SISA,75.0
1341,SAN MARTIN,EL DORADO,SAN MARTIN,8.33
1342,SAN MARTIN,EL DORADO,SANTA ROSA,8.33
1343,SAN MARTIN,EL DORADO,SHATOJA,8.33
1344,SAN MARTIN,HUALLAGA,ALTO SAPOSOA,5.26
1345,SAN MARTIN,HUALLAGA,EL ESLABON,5.26
1346,SAN MARTIN,HUALLAGA,PISCOYACU,5.26
1347,SAN MARTIN,HUALLAGA,SACANCHE,15.79
1348,SAN MARTIN,HUALLAGA,SAPOSOA,63.16
1349,SAN MARTIN,HUALLAGA,TINGO DE SAPOSOA,5.26
1350,SAN MARTIN,LAMAS,ALONSO DE ALVARADO,3.28
1351,SAN MARTIN,LAMAS,BARRANQUITA,4.92
1352,SAN MARTIN,LAMAS,CAYNARACHI,11.48
1353,SAN MARTIN,LAMAS,CUÑUMBUQUI,6.56
1354,SAN MARTIN,LAMAS,LAMAS,45.9
1355,SAN MARTIN,LAMAS,PINTO RECODO,9.84
1356,SAN MARTIN,LAMAS,RUMISAPA,1.64
1357,SAN MARTIN,LAMAS,SAN ROQUE DE CUMBAZA,1.64
1358,SAN MARTIN,LAMAS,TABALOSOS,14.75
1359,SAN MARTIN,MARISCAL CACERES,CAMPANILLA,3.23
1360,SAN MARTIN,MARISCAL CACERES,HUICUNGO,4.03
1361,SAN MARTIN,MARISCAL CACERES,JUANJUI,84.68
1362,SAN MARTIN,MARISCAL CACERES,PACHIZA,4.03
1363,SAN MARTIN,MARISCAL CACERES,PAJARILLO,4.03
1364,SAN MARTIN,MOYOBAMBA,CALZADA,2.25
1365,SAN MARTIN,MOYOBAMBA,JEPELACIO,1.12
1366,SAN MARTIN,MOYOBAMBA,MOYOBAMBA,89.89
1367,SAN MARTIN,MOYOBAMBA,SORITOR,5.62
1368,SAN MARTIN,MOYOBAMBA,YANTALO,1.12
1369,SAN MARTIN,PICOTA,BUENOS AIRES,5.88
1370,SAN MARTIN,PICOTA,PICOTA,67.65
1371,SAN MARTIN,PICOTA,PILLUANA,2.94
1372,SAN MARTIN,PICOTA,PUCACACA,8.82
1373,SAN MARTIN,PICOTA,SAN HILARION,8.82
1374,SAN MARTIN,PICOTA,TRES UNIDOS,5.88
1375,SAN MARTIN,RIOJA,AWAJUN,6.25
1376,SAN MARTIN,RIOJA,ELIAS SOPLIN VARGAS,6.25
1377,SAN MARTIN,RIOJA,NUEVA CAJAMARCA,31.25
1378,SAN MARTIN,RIOJA,PARDO MIGUEL,8.75
1379,SAN MARTIN,RIOJA,POSIC,3.75
1380,SAN MARTIN,RIOJA,RIOJA,37.5
1381,SAN MARTIN,RIOJA,SAN FERNANDO,1.25
1382,SAN MARTIN,RIOJA,YURACYACU,5.0
1383,SAN MARTIN,SAN MARTIN,CACATACHI,1.64
1384,SAN MARTIN,SAN MARTIN,CHAZUTA,2.47
1385,SAN MARTIN,SAN MARTIN,CHIPURANA,0.55
1386,SAN MARTIN,SAN MARTIN,EL PORVENIR,0.55
1387,SAN MARTIN,SAN MARTIN,HUIMBAYOC,0.55
1388,SAN MARTIN,SAN MARTIN,JUAN GUERRA,0.27
1389,SAN MARTIN,SAN MARTIN,LA BANDA DE SHILCAYO,16.99
1390,SAN MARTIN,SAN MARTIN,MORALES,11.51
1391,SAN MARTIN,SAN MARTIN,PAPAPLAYA,0.27
1392,SAN MARTIN,SAN MARTIN,SAN ANTONIO,0.27
1393,SAN MARTIN,SAN MARTIN,SAUCE,0.27
1394,SAN MARTIN,SAN MARTIN,SHAPAJA,0.27
1395,SAN MARTIN,SAN MARTIN,TARAPOTO,64.38
1396,SAN MARTIN,TOCACHE,NUEVO PROGRESO,14.0
1397,SAN MARTIN,TOCACHE,POLVORA,2.0
1398,SAN MARTIN,TOCACHE,SHUNTE,2.0
1399,SAN MARTIN,TOCACHE,TOCACHE,62.0
1400,SAN MARTIN,TOCACHE,UCHIZA,20.0
1401,TACNA,CANDARAVE,CAIRANI,25.0
1402,TACNA,CANDARAVE,CANDARAVE,50.0
1403,TACNA,CANDARAVE,CURIBAYA,12.5
1404,TACNA,CANDARAVE,QUILAHUANI,12.5
1405,TACNA,JORGE BASADRE,ILABAYA,60.0
1406,TACNA,JORGE BASADRE,ITE,40.0
1407,TACNA,TACNA,ALTO DE LA ALIANZA,15.41
1408,TACNA,TACNA,CALANA,0.53
1409,TACNA,TACNA,CIUDAD NUEVA,9.46
1410,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN L.,1.75
1411,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LA,11.91
1412,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,4.2
1413,TACNA,TACNA,INCLAN,0.18
1414,TACNA,TACNA,LA YARADA LOS PALOS,1.58
1415,TACNA,TACNA,PACHIA,0.7
1416,TACNA,TACNA,PALCA,0.35
1417,TACNA,TACNA,POCOLLAY,5.78
1418,TACNA,TACNA,TACNA,48.16
1419,TACNA,TARATA,ESTIQUE,14.29
1420,TACNA,TARATA,HEROES ALBARRACIN,14.29
1421,TACNA,TARATA,TARATA,71.43
1422,TUMBES,CONTRALMIRANTE VILLAR,CANOAS DE PUNTA SAL,28.57
1423,TUMBES,CONTRALMIRANTE VILLAR,CASITAS,11.9
1424,TUMBES,CONTRALMIRANTE VILLAR,ZORRITOS,59.52
1425,TUMBES,TUMBES,CORRALES,14.91
1426,TUMBES,TUMBES,LA CRUZ,4.35
1427,TUMBES,TUMBES,PAMPAS DE HOSPITAL,1.86
1428,TUMBES,TUMBES,SAN JACINTO,3.42
1429,TUMBES,TUMBES,SAN JUAN DE LA VIRGEN,1.86
1430,TUMBES,TUMBES,TUMBES,73.6
1431,TUMBES,ZARUMILLA,AGUAS VERDES,37.66
1432,TUMBES,ZARUMILLA,MATAPALO,1.3
1433,TUMBES,ZARUMILLA,PAPAYAL,5.19
1434,TUMBES,ZARUMILLA,ZARUMILLA,55.84
1435,UCAYALI,ATALAYA,RAIMONDI,20.0
1436,UCAYALI,ATALAYA,RAYMONDI,30.0
1437,UCAYALI,ATALAYA,SEPAHUA,20.0
1438,UCAYALI,ATALAYA,TAHUANIA,30.0
1439,UCAYALI,CORONEL PORTILLO,CALLERIA,60.65
1440,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,0.93
1441,UCAYALI,CORONEL PORTILLO,MANANTAY,14.81
1442,UCAYALI,CORONEL PORTILLO,MASISEA,0.93
1443,UCAYALI,CORONEL PORTILLO,NUEVA REQUENA,1.16
1444,UCAYALI,CORONEL PORTILLO,YARINACOCHA,21.53
1445,UCAYALI,PADRE ABAD,CURIMANA,3.64
1446,UCAYALI,PADRE ABAD,IRAZOLA,10.91
1447,UCAYALI,PADRE ABAD,NESHUYA,12.73
1448,UCAYALI,PADRE ABAD,PADRE ABAD,72.73
